Symbol,Company Name
TEMBO,Tembo Global Industries Limited
DANGEE,Dangee Dums Limited
NIPPOBATRY,Indo-National Limited
ASIANHOTNR,Asian Hotels (North) Limited
BRNL,Bharat Road Network Limited
PPAP,PPAP Automotive Limited
PASUPTAC,Pasupati Acrylon Limited
FROG,Frog Cellsat Limited
ASAHISONG,Asahi Songwon Colors Limited
PRECOT,Precot Limited
MEP,MEP Infrastructure Developers Limited
VENUSREM,Venus Remedies Limited
KILITCH,Kilitch Drugs (India) Limited
BTML,Bodhi Tree Multimedia Limited
MEGASTAR,Megastar Foods Limited
DRCSYSTEMS,DRC Systems India Limited
ZODIACLOTH,Zodiac Clothing Company Limited
HILTON,Hilton Metal Forging Limited
INDOTHAI,Indo Thai Securities Limited
JITFINFRA,JITF Infralogistics Limited
EROSMEDIA,Eros International Media Limited
DEVIT,Dev Information Technology Limited
BIL,Bhartiya International Limited
EIMCOELECO,Eimco Elecon (India) Limited
ANMOL,Anmol India Limited
COASTCORP,Coastal Corporation Limited
RAJTV,Raj Television Network Limited
KORE,Jay Jalaram Technologies Limited
RELCAPITAL,Reliance Capital Limited
MGEL,Mangalam Global Enterprise Limited
FOCE,Foce India Limited
INDTERRAIN,Indian Terrain Fashions Limited
TAKE,Take Solutions Limited
TOTAL,Total Transport Systems Limited
ACCURACY,Accuracy Shipping Limited
AVG,AVG Logistics Limited
HARRMALAYA,Harrisons  Malayalam Limited
SHREYANIND,Shreyans Industries Limited
LOKESHMACH,Lokesh Machines Limited
LGBFORGE,LGB Forge Limited
SYSTANGO,Systango Technologies Limited
SIGMA,Sigma Solve Limited
MARALOVER,Maral Overseas Limited
ABAN,Aban Offshore Limited
BAFNAPH,Bafna Pharmaceuticals Limited
BEDMUTHA,Bedmutha Industries Limited
SIMPLEXINF,Simplex Infrastructures Limited
ARIES,Aries Agro Limited
DTIL,Dhunseri Tea & Industries Limited
KRITINUT,Kriti Nutrients Limited
IVC,IL&FS Investment Managers Limited
IITL,Industrial Investment Trust Limited
SWASTIK,Swastik Pipe Limited
AARON,Aaron Industries Limited
VITAL,Vital Chemtech Limited
BEWLTD,BEW Engineering Limited
NILAINFRA,Nila Infrastructures Limited
INDOTECH,Indo Tech Transformers Limited
PVP,PVP Ventures Limited
AHLEAST,Asian Hotels (East) Limited
SAH,Sah Polymers Limited
TIPSFILMS,Tips Films Limited
PHANTOMFX,Phantom Digital Effects Limited
DUCOL,Ducol Organics And Colours Limited
KANPRPLA,Kanpur Plastipack Limited
VINNY,Vinny Overseas Limited
MCLEODRUSS,Mcleod Russel India Limited
TRF,TRF Limited
ALLETEC,All E Technologies Limited
MANOMAY,Manomay Tex India Limited
INSPIRISYS,Inspirisys Solutions Limited
AIRAN,Airan Limited
MODISONLTD,MODISON LIMITED
MURUDCERA,Murudeshwar Ceramics Limited
TIRUPATI,Shree Tirupati Balajee FIBC Limited
PAR,Par Drugs And Chemicals Limited
SGIL,Synergy Green Industries Limited
SPLIL,SPL Industries Limited
GEEKAYWIRE,Geekay Wires Limited
PALREDTEC,Palred Technologies Limited
ESSARSHPNG,Essar Shipping Limited
SIL,Standard Industries Limited
PRITI,Priti International Limited
AKSHARCHEM,AksharChem India Limited
RAMANEWS,Shree Rama Newsprint Limited
RUCHINFRA,Ruchi Infrastructure Limited
ALANKIT,Alankit Limited
MEGASOFT,Megasoft Limited
IZMO,IZMO Limited
GULFPETRO,GP Petroleums Limited
TOUCHWOOD,Touchwood Entertainment Limited
SARVESHWAR,Sarveshwar Foods Limited
TARMAT,Tarmat Limited
RPPL,Rajshree Polypack Limited
IEL,Indiabulls Enterprises Limited
BHARATGEAR,Bharat Gears Limited
GOLDTECH,Goldstone Technologies Limited
MBLINFRA,MBL Infrastructure Limited
PROPEQUITY,P. E. Analytics Limited
EMKAY,Emkay Global Financial Services Limited
IL&FSENGG,IL&FS Engineering and Construction Company Limited
BSL,BSL Limited
UNITEDPOLY,United Polyfab Gujarat Limited
PASHUPATI,Pashupati Cotspin Limited
SHIVATEX,Shiva Texyarn Limited
MANGALAM,Mangalam Drugs And Organics Limited
KRISHNADEF,Krishna Defence and Allied Industries Limited
PREMIERPOL,Premier Polyfilm Limited
SMSLIFE,SMS Lifesciences India Limited
GOLDSTAR,Goldstar Power Limited
BROOKS,Brooks Laboratories Limited
VAISHALI,Vaishali Pharma Limited
ALMONDZ,Almondz Global Securities Limited
3RDROCK,3rd Rock Multimedia Limited
PRESSMN,Pressman Advertising Limited
AARVI,Aarvi Encon Limited
AKSHAR,Akshar Spintex Limited
LATTEYS,Latteys Industries Limited
VISESHINFO,Visesh Infotecnics Limited
BHAGYANGR,Bhagyanagar India Limited
TTL,T T Limited
SADBHAV,Sadbhav Engineering Limited
COMPUSOFT,Compucom Software Limited
KAKATCEM,Kakatiya Cement Sugar & Industries Limited
RPPINFRA,R.P.P. Infra Projects Limited
SVLL,Shree Vasu Logistics Limited
SMARTLINK,Smartlink Holdings Limited
ASPINWALL,Aspinwall and Company Limited
LAMBODHARA,Lambodhara Textiles Limited
DJML,DJ Mediaprint & Logistics Limited
TIL,TIL Limited
ELGIRUBCO,Elgi Rubber Company Limited
JAINAM,Jainam Ferro Alloys (I) Limited
WORTH,Worth Peripherals Limited
ISFT,Intrasoft Technologies Limited
GINNIFILA,Ginni Filaments Limited
PILITA,PIL ITALICA LIFESTYLE LIMITED
SOFTTECH,Softtech Engineers Limited
DUCON,Ducon Infratechnologies Limited
VETO,Veto Switchgears And Cables Limited
RANEENGINE,Rane Engine Valve Limited
AVONMORE,Avonmore Capital & Management Services Limited
KBCGLOBAL,KBC Global Limited
PANSARI,Pansari Developers Limited
MODIRUBBER,Modi Rubber Limited
INVENTURE,Inventure Growth & Securities Limited
KAPSTON,Kapston Services Limited
AKSHOPTFBR,Aksh Optifibre Limited
JMA,Jullundur Motor Agency (Delhi) Limited
EMMBI,Emmbi Industries Limited
NITCO,Nitco Limited
IRIS,Iris Business Services Limited
SHERA,Shera Energy Limited
DRSDILIP,DRS Dilip Roadlines Limited
UNITEDTEA,The United Nilgiri Tea Estates Company Limited
JOCIL,Jocil Limited
MANAKALUCO,Manaksia Aluminium Company Limited
VIPULLTD,Vipul Limited
SIKKO,Sikko Industries Limited
GILLANDERS,Gillanders Arbuthnot & Company Limited
SVPGLOB,SVP GLOBAL TEXTILES LIMITED
VISASTEEL,Visa Steel Limited
DCM,DCM  Limited
INTENTECH,Intense Technologies Limited
TEXMOPIPES,Texmo Pipes and Products Limited
WEIZMANIND,Weizmann Limited
BYKE,The Byke Hospitality Ltd
RAJSREESUG,Rajshree Sugars & Chemicals Limited
ZODIAC,Zodiac Energy Limited
ARSHIYA,Arshiya Limited
UMANGDAIRY,Umang Dairies Limited
LOVABLE,Lovable Lingerie Limited
HOMESFY,Homesfy Realty Limited
ALPHAGEO,Alphageo (India) Limited
NDGL,Naga Dhunseri Group Limited
PRAXIS,Praxis Home Retail Limited
ARTNIRMAN,Art Nirman Limited
SHIGAN,Shigan Quantum Technologies Limited
NOIDATOLL,Noida Toll Bridge Company Limited
UMAEXPORTS,Uma Exports Limited
VELS,Vels Film International Limited
ATLANTA,Atlanta  Limited
MOTOGENFIN,The Motor & General Finance Limited
AVROIND,AVRO INDIA LIMITED
SALONA,Salona Cotspin Limited
INDIANCARD,Indian Card Clothing Company Limited
SPTL,Sintex Plastics Technology Limited
PRITIKAUTO,Pritika Auto Industries Limited
URAVI,Uravi T and Wedge Lamps Limited
IVP,IVP Limited
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
SOMATEX,Soma Textiles & Industries Limited
LEXUS,Lexus Granito (India) Limited
WANBURY,Wanbury Limited
LOTUSEYE,Lotus Eye Hospital and Institute Limited
KREBSBIO,Krebs Biochemicals and Industries Limited
RNAVAL,Reliance Naval and Engineering Limited
WSI,W S Industries (I) Limited
RHFL,Reliance Home Finance Limited
HDIL,Housing Development and Infrastructure Limited
DCI,Dc Infotech And Communication Limited
RVHL,Ravinder Heights Limited
XELPMOC,Xelpmoc Design And Tech Limited
RKEC,RKEC Projects Limited
RELCHEMQ,Reliance Chemotex Industries Limited
DIL,Debock Industries Limited
ATALREAL,Atal Realtech Limited
KOHINOOR,Kohinoor Foods Limited
SALSTEEL,S.A.L. Steel Limited
A2ZINFRA,A2Z Infra Engineering Limited
TARACHAND,Tara Chand InfraLogistic Solutions Limited
INDOWIND,Indowind Energy Limited
BLBLIMITED,BLB Limited
FRETAIL,Future Retail Limited
ROML,Raj Oil Mills Limited
SURANAT&P,Surana Telecom and Power Limited
ALPA,Alpa Laboratories Limited
SUNDRMBRAK,Sundaram Brake Linings Limited
PARIN,Parin Furniture Limited
NILASPACES,Nila Spaces Limited
AHLADA,Ahlada Engineers Limited
MAGNUM,Magnum Ventures Limited
REMSONSIND,Remsons Industries Limited
STARTECK,Starteck Finance Limited
BOHRAIND,Bohra Industries Limited
COMPINFO,Compuage Infocom Limited
CORALFINAC,Coral India Finance & Housing Limited
MRO-TEK,MRO-TEK Realty Limited
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
ZEELEARN,Zee Learn Limited
SADBHIN,Sadbhav Infrastructure Project Limited
BALPHARMA,Bal Pharma Limited
NIRAJ,Niraj Cement Structurals Limited
GSTL,Globesecure Technologies Limited
OBCL,Orissa Bengal Carrier Limited
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
ARCHIDPLY,Archidply Industries Limited
JHS,JHS Svendgaard Laboratories Limited
SITINET,Siti Networks Limited
MUKTAARTS,Mukta Arts Limited
CMNL,Chaman Metallics Limited
GAYAPROJ,Gayatri Projects Limited
AKG,Akg Exim Limited
FCONSUMER,Future Consumer Limited
PALASHSECU,Palash Securities Limited
CCHHL,Country Club Hospitality & Holidays Limited
SIGIND,Signet Industries Limited
AIROLAM,Airo Lam limited
WELINV,Welspun Investments and Commercials Limited
LEMERITE,Le Merite Exports Limited
CTE,Cambridge Technology Enterprises Limited
UNIVASTU,Univastu India Limited
SUNDARAM,Sundaram Multi Pap Limited
MANAKCOAT,Manaksia Coated Metals & Industries Limited
ARVEE,Arvee Laboratories (India) Limited
SECURCRED,SecUR Credentials Limited
ASTRON,Astron Paper & Board Mill Limited
FLFL,Future Lifestyle Fashions Limited
STEELCITY,Steel City Securities Limited
LLOYDS,Lloyds Luxuries Limited
GANGESSECU,Ganges Securities Limited
INDBANK,Indbank Merchant Banking Services Limited
SUMIT,Sumit Woods Limited
FIBERWEB,Fiberweb (India) Limited
ALKALI,Alkali Metals Limited
LASA,Lasa Supergenerics Limited
JAIPURKURT,Nandani Creation Limited
MHHL,Mohini Health & Hygiene Limited
BAHETI,Baheti Recycling Industries Limited
DGCONTENT,Digicontent Limited
VMARCIND,V Marc India Limited
PKTEA,The Peria Karamalai Tea & Produce Company Limited
DAMODARIND,Damodar Industries Limited
NECCLTD,North Eastern Carrying Corporation Limited
CAPTRUST,Capital Trust Limited
MITCON,MITCON Consultancy & Engineering Services Limited
TIRUPATIFL,Tirupati Forge Limited
IL&FSTRANS,IL&FS Transportation Networks Limited
SRPL,Shree Ram Proteins Limited
SURYALAXMI,Suryalakshmi Cotton Mills Limited
CEREBRAINT,Cerebra Integrated Technologies Limited
KSHITIJPOL,Kshitij Polyline Limited
LAGNAM,Lagnam Spintex Limited
ANLON,Anlon Technology Solutions Limited
AMJLAND,Amj Land Holdings Limited
BINANIIND,Binani Industries Limited
PROLIFE,Prolife Industries Limited
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
SHAHALLOYS,Shah Alloys Limited
AMDIND,AMD Industries Limited
OMAXAUTO,Omax Autos Limited
TOKYOPLAST,Tokyo Plast International Limited
GROBTEA,The Grob Tea Company Limited
ANIKINDS,Anik Industries Limited
SURANASOL,Surana Solar Limited
FIDEL,Fidel Softech Limited
MAHASTEEL,Mahamaya Steel Industries Limited
AURDIS,Aurangabad Distillery Limited
SIMBHALS,Simbhaoli Sugars Limited
GAL,Gyscoal Alloys Limited
GICL,Globe International Carriers Limited
KALYANIFRG,Kalyani Forge Limited
HINDCON,Hindcon Chemicals Limited
CORDSCABLE,Cords Cable Industries Limited
YAARI,Yaari Digital Integrated Services Limited
SONAMCLOCK,Sonam Clock Limited
MAHICKRA,Mahickra Chemicals Limited
HPIL,Hindprakash Industries Limited
LPDC,Landmark Property Development Company Limited
DBSTOCKBRO,DB (International) Stock Brokers Limited
AUSOMENT,Ausom Enterprise Limited
BALLARPUR,Ballarpur Industries Limited
AVSL,AVSL Industries Limited
SPMLINFRA,SPML Infra Limited
BANKA,Banka BioLoo Limited
GOLDENTOBC,Golden Tobacco Limited
GTL,GTL Limited
ENERGYDEV,Energy Development Company Limited
PANACHE,Panache Digilife Limited
PIGL,Power & Instrumentation (Gujarat) Limited
DELTAMAGNT,Delta Manufacturing Limited
SHRADHA,Shradha Infraprojects Limited
PIONEEREMB,Pioneer Embroideries Limited
GLOBALVECT,Global Vectra Helicorp Limited
BAGFILMS,B.A.G Films and Media Limited
WIPL,The Western India Plywoods Limited
NITIRAJ,Nitiraj Engineers Limited
BEARDSELL,Beardsell Limited
KRITIKA,Kritika Wires Limited
PATINTLOG,Patel Integrated Logistics Limited
SETCO,Setco Automotive Limited
PRAENG,Prajay Engineers Syndicate Limited
ELECTHERM,Electrotherm (India) Limited
UCL,Ushanti Colour Chem Limited
PRAKASHSTL,Prakash Steelage Limited
CINEVISTA,Cinevista Limited
SUULD,Suumaya Industries Limited
FLEXITUFF,Flexituff Ventures International Limited
MDL,Marvel Decor Limited
HISARMETAL,Hisar Metal Industries Limited
SUVIDHAA,Suvidhaa Infoserve Limited
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
MARSHALL,Marshall Machines Limited
ARIHANTACA,Arihant Academy Limited
CELEBRITY,Celebrity Fashions Limited
VIAZ,Viaz Tyres Limited
DHRUV,Dhruv Consultancy Services Limited
CENTEXT,Century Extrusions Limited
DOLLEX,Dollex Agrotech Limited
BHANDARI,Bhandari Hosiery Exports Limited
TREJHARA,TREJHARA SOLUTIONS LIMITED
FELIX,Felix Industries Limited
NGIL,Nakoda Group of Industries Limited
SUPREMEINF,Supreme Infrastructure India Limited
AGROPHOS,Agro Phos India Limited
MCL,Madhav Copper Limited
OILCOUNTUB,Oil Country Tubular Limited
UMA,Uma Converter Limited
MORARJEE,Morarjee Textiles Limited
SRIVASAVI,Srivasavi Adhesive Tapes Limited
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
AAKASH,Aakash Exploration Services Limited
VASWANI,Vaswani Industries Limited
KANANIIND,Kanani Industries Limited
ARCHIES,Archies Limited
SHIVAMILLS,Shiva Mills Limited
IPSL,Integrated Personnel Services Limited
TREEHOUSE,Tree House Education & Accessories Limited
BDR,BDR Buildcon Limited
VERTEXPLUS,Vertexplus Technologies Limited
KEYFINSERV,Keynote Financial Services Limited
KHFM,Khfm Hospitality And Facility Management Services Limited
AROGRANITE,Aro Granite Industries Limited
SEYAIND,Seya Industries Limited
GIRIRAJ,Giriraj Civil Developers Limited
RSSOFTWARE,R. S. Software (India) Limited
ORIENTLTD,Orient Press Limited
EXCEL,Excel Realty N Infra Limited
RELIABLE,Reliable Data Services Limited
AAATECH,AAA Technologies Limited
AGRITECH,Agri-Tech (India) Limited
LGHL,Laxmi Goldorna House Limited
SHRENIK,Shrenik Limited
ANKITMETAL,Ankit Metal & Power Limited
JETFREIGHT,Jet Freight Logistics Limited
VARDMNPOLY,Vardhman Polytex Limited
NIRMAN,Nirman Agri Gentics Limited
SHREERAMA,Shree Rama Multi-Tech Limited
SIDDHIKA,Siddhika Coatings Limited
BVCL,Barak Valley Cements Limited
KKVAPOW,KKV Agro Powers Limited
HOVS,HOV Services Limited
AMBANIORG,Ambani Organics Limited
FSC,Future Supply Chain Solutions Limited
ABMINTLLTD,ABM International Limited
SEPOWER,S.E. Power Limited
BANARBEADS,Banaras Beads Limited
REGENCERAM,Regency Ceramics Limited
PODDARHOUS,Poddar Housing and Development Limited
PENTAGOLD,Penta Gold Limited
PARTYCRUS,Party Cruisers Limited
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
MALUPAPER,Malu Paper Mills Limited
MOKSH,Moksh Ornaments Limited
PULZ,Pulz Electronics Limited
RBMINFRA,Rbm Infracon Limited
ZENITHSTL,Zenith Steel Pipes & Industries Limited
NIDAN,Nidan Laboratories and Healthcare Limited
SAMBHAAV,Sambhaav Media Limited
UWCSL,Ultra Wiring Connectivity System Limited
BANG,Bang Overseas Limited
MRO,M.R. Organisation Limited
MINDPOOL,Mindpool Technologies Limited
TAPIFRUIT,Tapi Fruit Processing Limited
ABCOTS,A B Cotspin India Limited
PNC,Pritish Nandy Communications Limited
SURANI,Surani Steel Tubes Limited
PRECISION,Precision Metaliks Limited
TIMESGTY,Times Guaranty Limited
MANUGRAPH,Manugraph India Limited
ZENITHEXPO,Zenith Exports Limited
AARVEEDEN,Aarvee Denims & Exports Limited
SOMICONVEY,Somi Conveyor Beltings Limited
DKEGL,D.K. Enterprises Global Limited
ARHAM,Arham Technologies Limited
TIMESCAN,Timescan Logistics (India) Limited
SGL,STL Global Limited
WEWIN,WE WIN LIMITED
CMRSL,Cyber Media Research & Services Limited
SONUINFRA,Sonu Infratech Limited
VIVIANA,Viviana Power Tech Limited
AKASH,Akash Infra-Projects Limited
INDSWFTLTD,Ind-Swift Limited
KARMAENG,Karma Energy Limited
NAGREEKEXP,Nagreeka Exports Limited
BURNPUR,Burnpur Cement Limited
NIBL,NRB Industrial Bearings Limited
CUBEXTUB,Cubex Tubings Limited
AISL,ANI Integrated Services Limited
SHAIVAL,Shaival Reality Limited
VINEETLAB,Vineet Laboratories Limited
ARISTO,Aristo Bio-Tech And Lifescience Limited
TERASOFT,Tera Software Limited
CROWN,Crown Lifters Limited
JFLLIFE,Jfl Life Sciences Limited
GLOBE,Globe Textiles (India) Limited
3PLAND,3P Land Holdings Limited
VERA,Vera Synthetic Limited
MILTON,Milton Industries Limited
ADROITINFO,Adroit Infotech Limited
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
AGNI,Agni Green Power Limited
LFIC,Lakshmi Finance & Industrial Corporation Limited
VSCL,Vadivarhe Speciality Chemicals Limited
MADHAV,Madhav Marbles and Granites Limited
UJAAS,Ujaas Energy Limited
SUPERSPIN,Super Spinning Mills Limited
RKDL,Ravi Kumar Distilleries Limited
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
ACEINTEG,Ace Integrated Solutions Limited
OMFURN,Omfurn India Limited
SWARAJ,Swaraj Suiting Limited
AJOONI,Ajooni Biotech Limited
KHANDSE,Khandwala Securities Limited
SAGARDEEP,Sagardeep Alloys Limited
REXPIPES,Rex Pipes And Cables Industries Limited
ADL,Archidply Decor Limited
MCON,Mcon Rasayan India Limited
CADSYS,Cadsys (India) Limited
HBSL,HB Stockholdings Limited
SANGINITA,Sanginita Chemicals Limited
GANGAFORGE,Ganga Forging Limited
ABINFRA,A B Infrabuild Limited
PERFECT,Perfect Infraengineers Limited
NARMADA,Narmada Agrobase Limited
RMDRIP,R M Drip and Sprinklers Systems Limited
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
LAXMICOT,Laxmi Cotspin Limited
PEARLPOLY,Pearl Polymers Limited
HECPROJECT,HEC Infra Projects Limited
SANWARIA,Sanwaria Consumer Limited
MEGAFLEX,Mega Flex Plastics Limited
GISOLUTION,GI Engineering Solutions Limited
PARASPETRO,Paras Petrofils Limited
RITEZONE,Rite Zone Chemcon India Limited
HEADSUP,Heads UP Ventures Limited
VCL,Vaxtex Cotfab Limited
PRITIKA,Pritika Engineering Components Limited
KEEPLEARN,DSJ Keep Learning Limited
COUNCODOS,Country Condo's Limited
ROLTA,Rolta India Limited
DHARSUGAR,Dharani Sugars & Chemicals Limited
ASLIND,ASL Industries Limited
AGARWALFT,Agarwal Float Glass India Limited
NEXTMEDIA,Next Mediaworks Limited
RICHA,Richa Info Systems Limited
DNAMEDIA,Diligent Media Corporation Limited
AMEYA,Ameya Precision Engineers Limited
DYNAMIC,Dynamic Services & Security Limited
LIBAS,Libas Consumer Products Limited
JETKNIT,Jet Knitwears Limited
BALKRISHNA,Balkrishna Paper Mills Limited
MTEDUCARE,MT Educare Limited
GODHA,Godha Cabcon & Insulation Limited
GOENKA,Goenka Diamond and Jewels Limited
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
QUADPRO,Quadpro Ites Limited
QFIL,Quality Foils (India) Limited
MADHUCON,Madhucon Projects Limited
ROLLT,Rollatainers Limited
CYBERMEDIA,Cyber Media (India) Limited
JAKHARIA,JAKHARIA FABRIC LIMITED
VEEKAYEM,Veekayem Fashion and Apparels Limited
TGBHOTELS,TGB Banquets And Hotels Limited
VIVIDHA,Visagar Polytex Limited
FMNL,Future Market Networks Limited
WALPAR,Walpar Nutritions Limited
DESTINY,Destiny Logistics & Infra Limited
SUMEETINDS,Sumeet Industries Limited
ICDSLTD,ICDS Limited
LRRPL,Lead Reclaim And Rubber Products Limited
MPTODAY,Madhya Pradesh Today Media Limited
21STCENMGM,21st Century Management Services Limited
HYBRIDFIN,Hybrid Financial Services Limited
SABAR,Sabar Flex India Limited
TFL,Transwarranty Finance Limited
IMPEXFERRO,Impex Ferro Tech Limited
INFOMEDIA,Infomedia Press Limited
NKIND,NK Industries Limited
SHANTI,Shanti Overseas (India) Limited
GRCL,Gayatri Rubbers And Chemicals Limited
FEL,Future Enterprises Limited
THOMASCOTT,Thomas Scott (India) Limited
KHAITANLTD,Khaitan (India) Limited
WILLAMAGOR,Williamson Magor & Company Limited
LCCINFOTEC,LCC Infotech Limited
UNIINFO,Uniinfo Telecom Services Limited
ASMS,Bartronics India Limited
VIVO,Vivo Collaboration Solutions Limited
GAYAHWS,Gayatri Highways Limited
CALSOFT,California Software Company Limited
MOXSH,Moxsh Overseas Educon Limited
ORIENTALTL,Oriental Trimex Limited
ONELIFECAP,Onelife Capital Advisors Limited
VIJIFIN,Viji Finance Limited
DIGJAMLMTD,Digjam Limited
KRIDHANINF,Kridhan Infra Limited
SILLYMONKS,Silly Monks Entertainment Limited
MAKS,Maks Energy Solutions India Limited
TANTIACONS,Tantia Constructions Limited
SUPREMEENG,Supreme Engineering Limited
SILGO,Silgo Retail Limited
MOHITIND,Mohit Industries Limited
EDUCOMP,Educomp Solutions Limited
EASTSILK,Eastern Silk Industries Limited
KANDARP,Kandarp Digi Smart BPO Limited
CMICABLES,CMI Limited
NATNLSTEEL,National Steel And Agro Industries Limited
MITTAL,Mittal Life Style Limited
SPRL,Sp Refractories Limited
ORTINLAB,Ortin Laboratories Limited
BRIGHT,Bright Solar Limited
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
GUJRAFFIA,Gujarat Raffia Industries Limited
MASKINVEST,Mask Investments Limited
ISHAN,Ishan International Limited
CONTI,Continental Seeds and Chemicals Limited
AMIABLE,Amiable Logistics (India) Limited
AILIMITED,Abhishek Integrations Limited
EUROTEXIND,Eurotex Industries and Exports Limited
TIJARIA,Tijaria Polypipes Limited
TNTELE,Tamilnadu Telecommunication Limited
KALYANI,Kalyani Commercials Limited
SETUINFRA,Setubandhan Infrastructure Limited
GRETEX,Gretex Industries Limited
LYPSAGEMS,Lypsa Gems & Jewellery Limited
METALFORGE,Metalyst Forgings Limited
SSINFRA,S.S. Infrastructure Development Consultants Limited
SMVD,SMVD Poly Pack Limited
RMCL,Radha Madhav Corporation Limited
JALAN,Jalan Transolutions (India) Limited
SANCO,Sanco Industries Limited
VASA,Vasa Retail and Overseas Ltd
KAVVERITEL,Kavveri Telecom Products Limited
TECHIN,Techindia Nirman Limited
NORBTEAEXP,Norben Tea & Exports Limited
KCK,Kck Industries Limited
SPENTEX,Spentex Industries Limited
CREATIVEYE,Creative Eye Limited
ANTGRAPHIC,Antarctica Limited
TVVISION,TV Vision Limited
ABNINT,A B N Intercorp Limited
ARENTERP,Rajdarshan Industries Limited
UMESLTD,Usha Martin Education & Solutions Limited
SHYAMTEL,Shyam Telecom Limited
MANAV,Manav Infra Projects Limited
ACCORD,Accord Synergy Limited
DRL,Dhanuka Realty Limited
GLFL,Gujarat Lease Financing Limited
CMMIPL,CMM Infraprojects Limited
NIRAJISPAT,Niraj Ispat Industries Limited
DCMFINSERV,DCM Financial Services Limited
SRIRAM,Shri Ram Switchgears Limited
PREMIER,Premier Limited
SKSTEXTILE,SKS Textiles Limited
SABTN,Sri Adhikari Brothers Television Network Limited
TARAPUR,Tarapur Transformers Limited
BKMINDST,Bkm Industries Limited
ALPSINDUS,Alps Industries Limited
AHIMSA,Ahimsa Industries Limited
BHALCHANDR,Bhalchandram Clothing Limited
INNOVATIVE,Innovative Tyres and Tubes Limited
LAKPRE,Lakshmi Precision Screws Limited
TRANSWIND,Transwind Infrastructures Limited
MELSTAR,Melstar Information Technologies Limited
SABEVENTS,Sab Events & Governance Now Media Limited
INDLMETER,IMP Powers Limited
TECILCHEM,TECIL Chemicals and Hydro Power Limited
ABHISHEK,Abhishek Corporation Limited
AHLWEST,Asian Hotels (West) Limited
AIFL,Ashapura Intimates Fashion Limited
AJRINFRA,AJR Infra And Tolling Limited
ALCHEM,Alchemist Limited
AMJUMBO,A And M Jumbo Bags Limited
ANDHRACEMT,Andhra Cements Limited
ANSALAPI,Ansal Properties & Infrastructure Limited
ARCOTECH,Arcotech Limited
ARSSINFRA,Arss Infrastructure Projects Limited
ARTEDZ,Artedz Fabs Limited
ASIL,Amit Spinning Industries Limited
ATCOM,Atcom Technologies Limited
ATLASCYCLE,Atlas Cycles (Haryana) Limited
ATNINTER,ATN International Limited
AUTOLITIND,Autolite (India) Limited
AUTORIDFIN,Autoriders Finance Limited
BANSAL,Bansal Multiflex Limited
BGLOBAL,Bharatiya Global Infomedia Limited
BHARATIDIL,Bharati Defence and Infrastructure Limited
BILENERGY,Bil Energy Systems Limited
BIRLATYRE,Birla Tyres Limited
BLUEBLENDS,Blue Blends (I) Limited
BLUECHIP,Blue Chip India Limited
BLUECOAST,Blue Coast Hotels Limited
BRFL,Bombay Rayon Fashions Limited
CANDC,C & C Constructions Limited
CCCL,Consolidated Construction Consortium Limited
CELESTIAL,Celestial Biolabs Limited
CKFSL,Cox & Kings Financial Service Limited
DFMFOODS,DFM Foods Limited
DIAPOWER,Diamond Power Infra Ltd
DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited
DQE,DQ Entertainment (International) Limited
DSKULKARNI,DS Kulkarni Developers Limited
EASTSUGIND,Eastern Sug & Inds Limited
EASUNREYRL,Easun Reyrolle Limited
EMCO,Emco Limited
EON,Eon Electric Limited
EUROCERA,Euro Ceramics Limited
EUROMULTI,Euro Multivision Limited
FEDDERELEC,Fedders Electric and Engineering Limited
FIVECORE,Five Core Electronics Limited
GAMMONIND,Gammon India Limited
GANGOTRI,Gangotri Textiles Limited
GBGLOBAL,GB Global Limited
GFSTEELS,Grand Foundry Limited
GITANJALI,Gitanjali Gems Limited
HINDNATGLS,Hindusthan National Glass & Industries Limited
ICSA,ICSA (India) Limited
INDOSOLAR,Indosolar Limited
IVRCLINFRA,IVRCL Limited
JAINSTUDIO,Jain Studios Limited
JBFIND,JBF Industries Limited
JIKIND,JIK Industries Limited
JINDCOT,Jindal Cotex Limited
JMTAUTOLTD,JMT Auto Limited
JPINFRATEC,Jaypee Infratech Limited
KEERTI,Keerti Knowledge And Skills Limited
KGL,Karuturi Global Limited
KSERASERA,KSS Limited
KSK,KSK Energy Ventures Limited
LAKSHMIEFL,Lakshmi Energy and Foods Limited
LEEL,LEEL Electricals Limited
MANPASAND,Manpasand Beverages Limited
MBECL,Mcnally Bharat Engineering Company Limited
MCDHOLDING,McDowell Holdings Limited
MERCATOR,Mercator Limited
METKORE,Metkore Alloys & Industries Limited
